transaction_id,price,customer_id,payment_method,timestamp,flag,total_quantity
163223,275.63,8228,Bank Transfer,2023-10-09 22:25:43,app,9
163224,602.87,8471,Bank Transfer,2023-10-05 03:05:07,app,6
163225,614.43,3367,Credit Card,2024-03-27 17:03:33,app,6
163226,297.53,6600,Bank Transfer,2024-09-01 02:27:07,app,10
163227,101.75,5687,Bank Transfer,2024-06-22 13:03:10,app,4
163228,792.43,9141,Bank Transfer,2024-06-29 07:55:15,app,5
163229,876.75,6302,Bank Transfer,2024-05-15 00:30:57,app,4
163230,95.22,182,PayPal,2024-01-03 22:58:00,app,4
163231,795.9,7282,Credit Card,2024-08-07 02:48:24,app,6
163232,542.75,5928,PayPal,2024-05-28 14:01:28,app,10
163233,433.72,9065,Credit Card,2024-04-08 14:24:38,app,5
163234,682.08,2749,Credit Card,2024-07-11 05:17:42,app,2
163235,143.19,1741,Bank Transfer,2023-11-18 11:58:54,app,2
163236,196.54,2935,Bank Transfer,2024-07-17 14:07:21,app,1
163237,814.22,9801,Bank Transfer,2023-10-18 23:19:39,app,5
163238,629.65,9252,PayPal,2024-01-15 05:26:43,app,5
163239,829.18,9878,PayPal,2024-02-04 10:25:32,app,1
163240,182.82,1438,PayPal,2024-03-23 03:59:05,app,6
163241,856.47,7028,Bank Transfer,2024-08-04 00:36:41,app,8
163242,747.48,3075,PayPal,2024-10-01 02:20:00,app,10
163243,838.96,8298,Bank Transfer,2023-12-01 18:34:28,app,3
163244,600.44,9169,Bank Transfer,2023-10-20 08:12:24,app,4
163245,586.06,1862,Bank Transfer,2024-05-25 23:39:01,app,9
163246,183.85,8770,PayPal,2024-09-18 04:40:09,app,10
163247,983.64,3561,PayPal,2024-08-07 06:44:41,app,7
163248,393.48,1166,PayPal,2023-12-30 18:33:29,app,8
163249,537.62,4571,Bank Transfer,2024-05-17 03:08:46,app,3
163250,412.18,8756,Credit Card,2023-11-10 15:29:58,app,2
163251,586.37,7176,Bank Transfer,2024-02-14 17:53:09,app,1
163252,884.19,2501,Credit Card,2023-12-04 20:34:53,app,3
163253,86.91,6914,Bank Transfer,2023-10-06 19:39:03,app,8
163254,733.67,1185,Bank Transfer,2024-07-12 03:19:08,app,4
163255,799.1,6353,Credit Card,2024-02-09 04:45:29,app,5
163256,34.57,7437,Credit Card,2024-01-19 10:19:02,app,9
163257,768.01,8359,PayPal,2024-04-24 14:43:03,app,4
163258,438.87,5584,Credit Card,2024-07-23 16:09:01,app,7
163259,194.71,241,Credit Card,2023-12-13 22:43:58,app,3
163260,870.1,6016,Bank Transfer,2024-07-06 14:03:05,app,6
163261,50.2,9295,Bank Transfer,2024-08-23 21:02:09,app,9
163262,967.99,6734,PayPal,2024-04-28 00:54:33,app,1
163263,428.54,7433,Credit Card,2023-10-28 12:53:07,app,1
163264,836.38,8123,Credit Card,2023-10-18 03:19:53,app,8
163265,233.1,9394,Credit Card,2024-02-07 11:08:40,app,2
163266,326.22,1134,Credit Card,2024-08-04 22:03:50,app,2
163267,872.09,6793,Credit Card,2024-06-17 15:53:45,app,7
163268,900.68,5164,Bank Transfer,2023-12-08 01:20:26,app,3
163269,145.77,2097,Credit Card,2024-09-11 14:29:18,app,1
163270,800.83,1744,PayPal,2024-06-26 19:13:31,app,1
163271,986.9,9279,Bank Transfer,2024-08-08 14:36:38,app,9
163272,681.96,766,Credit Card,2024-04-23 23:40:44,app,3
163273,478.27,3508,Bank Transfer,2024-03-19 13:09:33,app,5
163274,406.34,3698,Bank Transfer,2023-11-12 00:16:29,app,6
163275,573.67,3612,Bank Transfer,2023-12-25 09:34:31,app,4
163276,823.89,8414,PayPal,2024-01-23 21:51:41,app,1
163277,381.49,4090,PayPal,2023-12-06 02:48:40,app,4
163278,438.7,6492,Credit Card,2024-03-25 00:26:58,app,2
163279,840.47,9848,Credit Card,2024-07-23 22:34:56,app,6
163280,760.1,922,Bank Transfer,2024-08-15 17:02:05,app,8
163281,877.3,5639,Credit Card,2024-04-29 11:31:44,app,4
163282,496.87,8669,Bank Transfer,2024-07-24 18:29:07,app,3
163283,898.85,3395,PayPal,2024-03-06 00:10:11,app,7
163284,482.56,9478,Bank Transfer,2023-11-25 05:47:22,app,9
163285,775.74,3506,PayPal,2023-11-04 14:27:54,app,3
163286,423.43,3313,Bank Transfer,2024-08-02 09:03:57,app,9
163287,51.54,8412,PayPal,2024-04-03 04:40:56,app,6
163288,256.21,5346,PayPal,2023-10-29 02:10:50,app,6
163289,839.82,5138,Credit Card,2024-05-14 22:06:46,app,10
163290,335.81,1760,PayPal,2024-06-13 08:30:09,app,7
163291,738.56,8560,Credit Card,2023-10-11 06:11:23,app,9
163292,827.78,2934,Credit Card,2023-11-02 07:23:30,app,6
163293,178.07,484,PayPal,2024-07-10 13:04:58,app,2
163294,344.18,3362,PayPal,2024-01-29 22:06:36,app,5
163295,364.27,3597,Credit Card,2024-09-19 03:01:35,app,3
163296,515.58,4296,Bank Transfer,2024-05-30 07:26:19,app,6
163297,683.6,4176,PayPal,2023-10-21 12:44:57,app,10
163298,479.03,3533,Bank Transfer,2024-01-17 01:57:50,app,5
163299,490.99,383,PayPal,2024-01-03 14:45:21,app,6
163300,828.54,5540,Bank Transfer,2024-03-24 10:51:05,app,2
163301,194.15,5992,Bank Transfer,2024-02-13 22:20:16,app,7
163302,449.84,7153,Bank Transfer,2024-07-20 13:15:57,app,4
163303,859.72,6139,PayPal,2023-10-18 08:26:48,app,9
163304,210.38,4048,Credit Card,2024-09-18 13:04:55,app,1
163305,199.71,6671,PayPal,2023-12-26 16:29:37,app,1
163306,431.08,4124,Credit Card,2024-08-24 04:15:33,app,4
163307,116.42,9193,Credit Card,2024-09-15 16:09:19,app,6
163308,480.44,7712,Bank Transfer,2024-07-16 00:53:57,app,2
163309,656.46,8761,Bank Transfer,2023-11-30 20:21:53,app,7
163310,659.15,5251,Credit Card,2024-01-22 10:26:59,app,9
163311,248.7,5864,Bank Transfer,2024-01-05 21:46:49,app,9
163312,336.99,4313,Bank Transfer,2024-04-17 16:14:01,app,8
163313,79.77,9722,Bank Transfer,2024-01-06 06:29:30,app,5
163314,646.82,3256,PayPal,2023-11-18 22:37:24,app,3
163315,938.46,7810,PayPal,2024-01-26 07:12:34,app,5
163316,741.52,5314,Credit Card,2024-09-15 01:42:39,app,4
163317,749.97,4602,PayPal,2024-02-16 15:09:09,app,2
163318,62.79,9918,PayPal,2024-02-29 13:56:38,app,2
163319,720.68,9612,Credit Card,2024-08-18 14:57:41,app,5
163320,382.88,4692,Credit Card,2023-12-27 04:56:10,app,2
163321,343.88,4275,Bank Transfer,2024-08-10 12:06:57,app,8
163322,430.93,3569,Credit Card,2024-07-26 06:33:31,app,6
163323,682.46,6121,Bank Transfer,2024-04-06 14:03:26,app,5
163324,380.78,7862,Credit Card,2024-09-19 09:46:00,app,7
163325,992.61,7224,Credit Card,2024-04-04 01:13:04,app,3
163326,277.56,1547,PayPal,2024-03-24 18:08:24,app,2
163327,135.14,9636,Bank Transfer,2024-08-30 08:09:40,app,9
163328,614.69,2186,PayPal,2024-07-23 13:38:48,app,7
163329,505.58,1183,Bank Transfer,2024-01-17 10:27:46,app,6
163330,591.32,8667,Credit Card,2023-10-05 15:22:59,app,6
163331,384.82,4386,PayPal,2024-04-16 00:57:50,app,8
163332,503.78,3211,Credit Card,2024-07-29 05:52:59,app,10
163333,661.12,2680,Credit Card,2024-06-30 08:52:20,app,2
163334,292.21,6707,PayPal,2024-02-08 18:18:44,app,9
163335,311.99,1716,Bank Transfer,2023-11-10 16:22:58,app,9
163336,199.44,1953,PayPal,2023-11-06 06:39:10,app,1
163337,689.25,4047,PayPal,2024-02-07 01:59:25,app,1
163338,574.18,972,Bank Transfer,2023-11-14 20:49:15,app,7
163339,881.4,1745,Credit Card,2023-10-19 15:57:48,app,2
163340,721.55,4124,Bank Transfer,2024-04-13 09:40:21,app,10
163341,348.47,1135,PayPal,2023-11-02 03:10:39,app,2
163342,273.97,6066,Bank Transfer,2024-08-10 06:29:48,app,5
163343,747.5,7303,PayPal,2024-06-07 07:58:33,app,2
163344,572.14,9231,Bank Transfer,2023-12-09 00:29:17,app,10
163345,902.06,651,Bank Transfer,2024-08-20 15:01:01,app,1
163346,645.69,201,PayPal,2024-04-20 17:20:34,app,8
163347,384.13,9146,Bank Transfer,2024-02-08 01:39:27,app,1
163348,669.38,7920,PayPal,2023-10-09 14:27:23,app,7
163349,364.65,5879,Bank Transfer,2024-02-18 18:08:12,app,3
163350,694.6,820,Bank Transfer,2023-11-11 19:33:48,app,2
163351,693.72,6324,Credit Card,2024-08-05 02:49:06,app,5
163352,56.87,8060,Bank Transfer,2024-05-26 13:22:00,app,8
163353,644.16,2775,Credit Card,2024-09-25 04:29:09,app,9
163354,349.75,9905,PayPal,2024-04-29 08:46:44,app,4
163355,128.98,1334,PayPal,2024-07-31 22:49:57,app,4
163356,869.3,785,Credit Card,2024-08-14 09:47:49,app,3
163357,801.46,2144,PayPal,2024-06-12 21:25:21,app,2
163358,183.14,9255,Credit Card,2023-12-11 11:35:00,app,6
163359,287.88,9600,PayPal,2024-01-17 09:45:27,app,8
163360,656.17,9965,Bank Transfer,2024-09-24 06:14:26,app,2
163361,222.28,3116,Credit Card,2024-02-12 06:13:25,app,2
163362,685.01,8285,PayPal,2023-11-28 14:34:27,app,1
163363,280.01,2214,PayPal,2024-06-10 05:16:49,app,5
163364,527.52,418,PayPal,2023-11-21 03:12:36,app,7
163365,934.53,6786,Credit Card,2024-07-31 02:59:05,app,7
163366,375.33,6966,PayPal,2024-08-23 03:04:51,app,9
163367,31.69,7248,Bank Transfer,2024-04-02 13:54:12,app,4
163368,616.08,6146,PayPal,2024-09-28 12:33:18,app,5
163369,878.1,2042,PayPal,2024-02-06 03:54:22,app,1
163370,549.19,327,Credit Card,2024-03-15 23:29:58,app,6
163371,365.33,8858,Credit Card,2023-12-27 20:15:49,app,9
163372,647.88,6966,PayPal,2024-06-27 11:12:37,app,5
163373,264.88,9616,PayPal,2023-11-05 18:02:36,app,5
163374,624.07,3730,Bank Transfer,2024-07-17 18:42:37,app,7
163375,403.92,1536,Credit Card,2024-09-28 00:34:03,app,4
163376,153.74,618,Credit Card,2023-10-23 16:14:22,app,1
163377,24.55,1944,Credit Card,2024-07-12 22:03:02,app,3
163378,333.29,3863,PayPal,2023-10-28 08:54:43,app,2
163379,79.18,5222,Bank Transfer,2024-08-07 15:00:29,app,7
163380,914.72,3184,PayPal,2024-02-05 13:32:02,app,3
163381,743.95,4875,Bank Transfer,2024-01-21 18:33:25,app,5
163382,847.84,8564,PayPal,2024-01-26 06:16:50,app,2
163383,195.76,6578,Credit Card,2024-05-06 10:34:54,app,5
163384,113.09,4339,Bank Transfer,2024-08-01 10:25:36,app,9
163385,772.56,2413,Credit Card,2024-09-10 09:54:14,app,4
163386,956.74,6175,Bank Transfer,2024-01-25 03:53:11,app,6
163387,935.51,4525,Bank Transfer,2024-06-16 21:30:33,app,2
163388,32.04,6229,Bank Transfer,2024-02-06 04:50:59,app,6
163389,533.56,3475,Credit Card,2024-03-01 03:17:32,app,6
163390,572.2,403,Bank Transfer,2024-01-28 21:33:13,app,6
163391,327.99,5273,Bank Transfer,2024-09-02 04:53:01,app,5
163392,402.89,1635,PayPal,2024-03-12 07:06:50,app,4
163393,862.7,2172,PayPal,2023-10-31 06:53:47,app,6
163394,955.48,4663,PayPal,2023-12-04 12:51:26,app,5
163395,377.5,9954,Credit Card,2023-11-03 13:37:10,app,4
163396,201.68,1504,PayPal,2024-05-14 18:53:43,app,3
163397,928.55,2658,Bank Transfer,2024-09-04 20:55:50,app,2
163398,226.72,4442,Bank Transfer,2024-07-13 18:35:26,app,4
163399,326.44,2145,Bank Transfer,2024-08-16 16:34:44,app,2
163400,818.34,6353,Bank Transfer,2024-01-15 11:20:23,app,2
163401,802.31,842,Credit Card,2024-05-25 23:14:07,app,10
163402,666.48,7022,Credit Card,2024-07-01 07:18:44,app,7
163403,847.77,3423,PayPal,2023-10-28 03:53:58,app,8
163404,38.33,9829,Bank Transfer,2023-12-11 19:01:25,app,2
163405,913.77,9966,PayPal,2024-08-01 08:00:16,app,1
163406,851.64,4690,PayPal,2024-01-05 09:56:05,app,4
163407,548.28,3867,PayPal,2023-10-11 12:01:46,app,7
163408,87.26,1699,PayPal,2023-12-02 14:50:31,app,7
163409,149.09,9998,Credit Card,2024-02-14 09:37:06,app,7
163410,531.06,7257,PayPal,2024-06-07 12:13:22,app,9
163411,553.64,1040,Bank Transfer,2024-04-22 00:21:21,app,2
163412,56.98,4280,PayPal,2024-07-24 11:14:43,app,1
163413,71.3,5133,Credit Card,2024-09-10 22:07:31,app,3
163414,450.2,353,Credit Card,2024-03-17 03:03:17,app,10
163415,411.27,2660,PayPal,2024-06-27 07:21:20,app,4
163416,351.28,4704,Bank Transfer,2024-05-23 08:27:40,app,7
163417,436.73,9892,Credit Card,2024-08-24 09:07:24,app,8
163418,662.02,5133,Bank Transfer,2023-11-22 05:47:48,app,9
163419,161.41,5315,PayPal,2024-05-21 18:21:47,app,5
163420,116.54,1038,Bank Transfer,2024-09-27 07:51:13,app,7
163421,200.02,6534,PayPal,2024-02-15 11:51:47,app,7
163422,831.9,3250,Bank Transfer,2024-02-29 23:47:47,app,10
163423,883.37,2501,Bank Transfer,2024-04-02 06:12:31,app,8
163424,826.45,6724,Bank Transfer,2024-09-17 21:11:15,app,8
163425,239.18,4661,PayPal,2024-09-10 20:30:21,app,1
163426,965.69,5205,Credit Card,2024-07-11 10:28:16,app,7
163427,346.95,3773,Credit Card,2024-06-10 06:04:14,app,7
163428,995.23,7861,Credit Card,2024-03-11 13:59:35,app,8
163429,574.65,3929,Bank Transfer,2023-10-13 22:06:21,app,7
163430,296.03,8412,Bank Transfer,2024-04-30 01:08:45,app,3
163431,384.71,3656,Bank Transfer,2024-05-08 17:43:33,app,8
163432,880.43,9611,PayPal,2023-11-24 10:18:29,app,10
163433,208.81,8705,Bank Transfer,2023-12-27 10:40:43,app,7
163434,599.12,3047,Bank Transfer,2023-10-19 03:41:30,app,7
163435,256.82,1720,Bank Transfer,2024-01-17 06:55:44,app,2
163436,906.31,6406,Credit Card,2024-02-09 16:23:07,app,1
163437,129.07,2185,Credit Card,2024-07-16 11:04:55,app,9
163438,62.89,8338,Bank Transfer,2023-11-08 20:54:47,app,1
163439,468.48,7693,Bank Transfer,2024-05-11 23:52:36,app,4
163440,152.09,7223,PayPal,2023-12-10 07:07:07,app,5
163441,295.53,3390,Credit Card,2024-03-31 04:25:54,app,8
163442,367.04,646,Bank Transfer,2023-12-04 00:01:38,app,10
163443,796.49,6901,Bank Transfer,2024-04-05 15:34:47,app,6
163444,68.99,8674,Credit Card,2024-09-26 19:20:37,app,10
163445,577.28,6078,Credit Card,2024-05-22 16:28:26,app,6
163446,353.82,6808,PayPal,2024-05-06 18:56:53,app,6
163447,414.2,5419,Credit Card,2024-08-21 16:24:24,app,2
163448,530.16,9662,PayPal,2024-02-02 01:47:08,app,2
163449,812.81,1531,Credit Card,2024-08-10 11:22:08,app,2
163450,598.86,2017,PayPal,2024-03-08 17:18:14,app,6
163451,885.93,4741,PayPal,2024-01-26 19:06:25,app,6
163452,307.35,4061,Credit Card,2024-08-05 08:30:46,app,3
163453,484.78,2075,Bank Transfer,2024-06-13 11:59:44,app,8
163454,951.11,5589,Credit Card,2024-08-14 15:26:07,app,4
163455,675.42,4163,Bank Transfer,2024-09-29 16:29:28,app,10
163456,126.29,1951,PayPal,2024-01-18 09:40:06,app,3
163457,116.15,7032,Bank Transfer,2024-06-25 19:29:31,app,3
163458,215.99,6733,PayPal,2024-07-20 02:50:51,app,2
163459,163.73,758,Credit Card,2024-05-30 10:53:16,app,8
163460,804.09,1397,Credit Card,2024-07-08 18:27:37,app,5
163461,361.6,3828,Bank Transfer,2024-08-16 09:17:25,app,6
163462,845.88,4027,PayPal,2024-04-24 02:13:44,app,3
163463,639.91,7272,Credit Card,2023-11-12 22:00:45,app,1
163464,329.62,5526,Credit Card,2024-02-15 03:26:39,app,8
163465,439.46,8666,Credit Card,2024-07-11 13:54:52,app,5
163466,163.98,3067,PayPal,2024-05-25 00:45:51,app,3
163467,472.82,6632,PayPal,2024-03-31 23:22:12,app,1
163468,171.65,8556,Credit Card,2024-05-05 18:46:04,app,1
163469,824.83,7702,PayPal,2024-01-28 14:19:47,app,5
163470,896.87,5610,Bank Transfer,2024-05-26 06:15:36,app,9
163471,919.34,725,Credit Card,2024-01-02 07:21:23,app,8
163472,642.15,979,Bank Transfer,2023-10-20 16:45:18,app,8
163473,156.78,9969,Credit Card,2024-03-20 04:40:59,app,2
163474,672.42,1247,PayPal,2024-08-17 22:30:52,app,10
163475,301.49,6080,PayPal,2024-09-26 17:16:52,app,4
163476,408.3,2966,Bank Transfer,2024-06-03 08:25:02,app,7
163477,933.35,9593,Bank Transfer,2023-11-08 19:09:55,app,5
163478,976.09,1331,PayPal,2024-01-08 02:12:35,app,5
163479,657.39,6946,Credit Card,2023-11-16 06:23:52,app,3
163480,318.82,1281,PayPal,2023-12-16 09:14:24,app,3
163481,716.98,3330,Bank Transfer,2024-02-03 09:45:14,app,10
163482,306.39,2382,Bank Transfer,2024-09-15 15:49:30,app,2
163483,546.4,2148,PayPal,2024-02-18 21:02:57,app,1
163484,896.14,4892,PayPal,2024-01-07 23:35:51,app,4
163485,276.79,3201,Credit Card,2024-01-17 23:12:18,app,5
163486,683.14,2474,PayPal,2024-03-12 15:17:36,app,2
163487,615.33,6760,PayPal,2023-12-27 15:01:05,app,3
163488,978.04,1617,Bank Transfer,2024-02-28 14:05:29,app,7
163489,901.86,2282,Credit Card,2024-07-25 02:05:12,app,6
163490,302.32,5433,Bank Transfer,2024-06-10 22:15:23,app,1
163491,388.17,1248,Credit Card,2024-03-27 13:12:28,app,6
163492,902.06,7153,Credit Card,2023-11-06 01:12:19,app,5
163493,737.67,31,PayPal,2024-04-06 21:47:49,app,9
163494,915.43,3248,PayPal,2023-10-21 06:45:04,app,2
163495,402.23,8259,Bank Transfer,2023-12-08 13:09:06,app,6
163496,374.99,8550,Credit Card,2023-11-15 04:29:07,app,10
163497,554.79,5517,Credit Card,2024-09-27 14:45:37,app,6
163498,637.16,8714,Credit Card,2024-09-06 21:31:08,app,3
163499,333.36,7775,Credit Card,2024-02-23 15:45:54,app,6
163500,556.99,9148,Bank Transfer,2023-12-22 13:17:41,app,6
163501,883.4,2451,Credit Card,2024-01-15 19:01:31,app,4
163502,353.05,9339,Bank Transfer,2024-05-20 10:34:33,app,2
163503,897.7,3066,PayPal,2024-07-21 07:16:06,app,5
163504,221.96,2222,PayPal,2024-08-11 03:38:11,app,7
163505,298.5,7441,PayPal,2023-11-07 19:16:05,app,10
163506,848.62,4101,Bank Transfer,2024-06-01 05:27:33,app,10
163507,593.63,8517,PayPal,2023-12-02 10:33:26,app,10
163508,478.11,5060,Bank Transfer,2024-04-03 06:25:14,app,8
163509,899.66,4404,PayPal,2024-02-29 18:45:56,app,1
163510,650.08,2134,PayPal,2024-01-09 02:35:46,app,8
163511,230.1,7964,PayPal,2024-05-30 05:30:40,app,7
163512,987.37,6433,Credit Card,2023-11-07 00:38:15,app,2
163513,108.49,6371,Credit Card,2024-06-22 20:01:40,app,5
163514,614.36,2184,Credit Card,2024-09-11 15:04:53,app,3
163515,661.09,460,Bank Transfer,2024-05-24 07:40:50,app,7
163516,120.56,5462,Credit Card,2023-11-13 12:16:31,app,3
163517,962.23,2263,PayPal,2023-12-18 06:18:04,app,4
163518,856.44,8611,PayPal,2024-08-17 06:21:35,app,1
163519,700.94,4055,Credit Card,2023-10-25 13:15:09,app,7
163520,129.11,9963,Bank Transfer,2024-02-19 18:51:05,app,1
163521,733.9,4834,Credit Card,2024-08-19 17:27:14,app,8
163522,952.89,7582,Credit Card,2024-02-23 08:30:25,app,2
163523,120.55,1574,Credit Card,2024-04-19 11:21:49,app,6
163524,878.66,1191,PayPal,2023-11-09 11:02:26,app,8
163525,661.93,2012,Credit Card,2024-09-03 07:44:36,app,8
163526,349.83,8263,Bank Transfer,2023-10-10 05:26:33,app,2
163527,206.33,5963,Credit Card,2024-06-11 21:28:55,app,8
163528,191.27,6765,Bank Transfer,2023-12-17 21:11:14,app,5
163529,294.82,1042,Credit Card,2024-07-02 01:18:09,app,8
163530,87.74,5419,Credit Card,2024-08-22 01:04:22,app,6
163531,840.81,9229,PayPal,2023-11-06 09:55:11,app,5
163532,983.42,2730,Credit Card,2024-05-04 14:18:28,app,7
163533,672.68,7938,Credit Card,2024-06-28 15:39:33,app,10
163534,99.88,7826,Bank Transfer,2024-01-07 14:17:16,app,7
163535,688.31,5638,Bank Transfer,2024-02-11 08:51:34,app,3
163536,428.83,3371,Bank Transfer,2024-04-20 19:34:01,app,8
163537,786.4,8457,PayPal,2023-10-12 16:51:53,app,3
163538,385.99,9114,Credit Card,2023-12-31 08:06:47,app,5
163539,498.03,3166,Bank Transfer,2024-01-24 16:58:40,app,3
163540,555.72,7994,PayPal,2024-03-03 21:35:01,app,6
163541,794.96,9181,Credit Card,2024-06-24 08:28:48,app,4
163542,28.36,5780,PayPal,2023-10-30 03:53:18,app,3
163543,954.17,1291,Credit Card,2023-12-13 02:23:34,app,4
163544,598.34,6538,Bank Transfer,2024-07-20 20:52:27,app,4
163545,234.31,3171,Credit Card,2024-09-26 06:15:24,app,6
163546,678.85,5103,Credit Card,2024-06-05 03:30:08,app,5
163547,784.65,1336,Bank Transfer,2024-02-23 22:20:50,app,3
163548,557.06,5000,Credit Card,2024-08-24 23:41:02,app,10
163549,717.63,3627,PayPal,2024-05-19 02:02:40,app,7
163550,269.28,345,PayPal,2024-09-08 19:48:19,app,3
163551,195.78,468,Bank Transfer,2024-03-13 02:25:18,app,8
163552,92.32,6947,Credit Card,2024-09-18 21:58:15,app,10
163553,290.12,786,Credit Card,2023-10-30 16:35:28,app,8
163554,968.0,4120,Credit Card,2024-09-02 12:45:35,app,3
163555,816.27,7340,PayPal,2024-03-14 05:04:16,app,8
163556,976.93,8636,Bank Transfer,2023-11-30 21:34:48,app,7
163557,335.34,6074,Credit Card,2023-12-18 18:33:03,app,3
163558,333.8,7822,Bank Transfer,2024-09-29 15:21:46,app,4
163559,922.53,4576,Credit Card,2024-07-08 08:49:06,app,7
163560,831.39,4463,PayPal,2024-04-22 04:52:09,app,2
163561,22.25,8285,Bank Transfer,2023-12-22 17:59:31,app,3
163562,210.04,6469,PayPal,2023-11-28 15:46:43,app,5
163563,598.47,9852,Credit Card,2024-09-22 10:48:06,app,2
163564,569.04,8643,PayPal,2024-05-03 16:03:07,app,9
163565,957.4,390,PayPal,2024-02-03 17:54:33,app,5
163566,86.23,1290,Credit Card,2024-02-16 16:43:48,app,4
163567,303.6,3623,PayPal,2024-01-22 07:56:55,app,1
163568,844.08,786,Credit Card,2024-08-20 02:48:01,app,3
163569,796.09,6455,PayPal,2024-03-15 09:08:03,app,9
163570,337.54,6223,PayPal,2024-08-10 09:53:27,app,2
163571,547.83,5894,Credit Card,2024-04-23 22:57:47,app,5
163572,480.11,4441,PayPal,2024-06-04 12:58:50,app,5
163573,640.16,148,Credit Card,2023-10-23 06:12:59,app,10
163574,642.8,5477,PayPal,2024-02-11 13:53:24,app,1
163575,795.09,3042,Bank Transfer,2024-09-17 16:55:31,app,5
163576,390.69,2367,Credit Card,2024-06-19 07:16:12,app,7
163577,357.53,9415,PayPal,2024-02-03 05:39:56,app,9
163578,695.93,2999,PayPal,2024-09-04 12:09:29,app,8
163579,377.29,7137,Bank Transfer,2024-05-01 04:20:50,app,2
163580,179.26,1872,Bank Transfer,2023-11-05 03:55:04,app,7
163581,211.67,4061,PayPal,2024-08-15 09:36:36,app,2
163582,583.87,8035,Credit Card,2023-12-12 11:34:02,app,1
163583,403.66,9864,PayPal,2024-03-18 03:22:41,app,4
163584,755.75,1807,Bank Transfer,2023-11-05 06:24:47,app,7
163585,771.91,9248,Bank Transfer,2023-11-15 02:39:45,app,9
163586,437.02,9142,Credit Card,2023-11-30 08:29:51,app,10
163587,920.22,9929,Credit Card,2023-10-26 15:01:07,app,6
163588,953.23,9850,PayPal,2024-04-27 09:14:36,app,8
163589,909.22,5806,Credit Card,2024-09-15 04:20:31,app,4
163590,591.25,1692,Credit Card,2024-09-20 15:39:28,app,9
163591,505.78,4216,Credit Card,2024-02-16 04:32:44,app,4
163592,950.82,7627,Bank Transfer,2024-09-03 02:41:33,app,8
163593,800.95,3275,Credit Card,2024-06-18 09:09:22,app,4
163594,62.89,2537,PayPal,2024-03-01 06:21:54,app,2
163595,459.66,9739,Bank Transfer,2024-04-07 07:25:43,app,9
163596,795.44,2661,Credit Card,2024-05-19 05:02:42,app,7
163597,631.97,9785,Bank Transfer,2024-03-15 14:03:21,app,4
163598,32.44,1993,Bank Transfer,2024-05-02 10:14:49,app,4
163599,444.9,6691,PayPal,2024-07-28 17:14:33,app,8
163600,711.61,1995,Credit Card,2023-12-09 08:58:01,app,6
163601,276.35,7640,Bank Transfer,2024-01-30 03:03:08,app,8
163602,445.8,7429,Bank Transfer,2024-03-31 14:56:21,app,10
163603,775.03,8505,PayPal,2023-10-20 08:52:08,app,8
163604,382.31,6250,Credit Card,2024-07-10 05:29:42,app,10
163605,782.09,7014,Bank Transfer,2024-04-08 08:22:48,app,8
163606,983.36,3391,PayPal,2024-08-08 15:13:36,app,9
163607,831.91,3959,Credit Card,2023-11-21 12:51:36,app,4
163608,228.47,9279,Credit Card,2024-02-24 22:01:03,app,1
163609,840.69,9600,Bank Transfer,2024-09-22 15:59:14,app,3
163610,404.92,2216,PayPal,2023-10-16 07:05:13,app,9
163611,584.14,6580,PayPal,2024-09-25 08:43:36,app,2
163612,537.38,6904,PayPal,2024-02-08 23:25:38,app,8
163613,200.75,4479,Bank Transfer,2024-03-09 06:20:31,app,7
163614,971.59,6834,Bank Transfer,2024-06-21 15:54:32,app,8
163615,386.89,2595,PayPal,2024-07-03 11:45:32,app,10
163616,422.82,8718,Bank Transfer,2024-07-03 15:09:29,app,8
163617,681.94,9560,Bank Transfer,2024-07-14 20:21:50,app,10
163618,646.15,640,PayPal,2023-11-15 02:15:22,app,10
163619,392.04,4957,Bank Transfer,2024-07-08 06:17:29,app,5
163620,610.77,9643,PayPal,2024-09-17 09:16:20,app,4
163621,53.56,8284,PayPal,2024-07-20 14:34:27,app,9
163622,818.39,2279,Bank Transfer,2024-04-04 17:30:22,app,7
163623,683.34,8813,PayPal,2024-04-20 13:06:52,app,3
163624,179.66,5778,PayPal,2024-07-07 02:32:48,app,9
163625,957.15,2867,PayPal,2023-12-07 04:52:21,app,7
163626,614.32,7841,PayPal,2024-06-19 21:56:16,app,4
163627,346.93,1617,PayPal,2024-07-20 02:04:37,app,10
163628,717.65,2639,Credit Card,2023-10-20 13:09:43,app,3
163629,272.2,1241,PayPal,2024-02-27 20:02:39,app,8
163630,810.0,5730,PayPal,2024-08-19 17:07:15,app,8
163631,910.57,388,Credit Card,2024-02-27 21:10:57,app,1
163632,669.51,1724,Bank Transfer,2024-02-12 07:44:43,app,10
163633,599.09,5844,PayPal,2024-09-17 16:40:47,app,6
163634,234.97,6767,Bank Transfer,2023-11-06 22:41:55,app,3
163635,951.21,223,Credit Card,2024-05-17 10:21:04,app,6
163636,642.48,4759,PayPal,2023-11-13 05:04:43,app,5
163637,960.89,2172,Credit Card,2024-01-07 05:40:11,app,5
163638,410.45,8484,Bank Transfer,2024-07-06 11:18:49,app,5
163639,988.12,993,Bank Transfer,2024-07-31 03:49:51,app,3
163640,630.3,3937,PayPal,2023-10-10 14:50:01,app,9
163641,633.63,4012,Bank Transfer,2024-07-23 02:35:49,app,10
163642,299.54,6993,Credit Card,2024-07-25 13:44:06,app,4
